First Index,Second Index,Similarity,Total Neighbors a,Total Neighbors a_star,Matching Neighbor Pairs,total_b,total_b_star,b / a_neigh,b_star / a_star_neigh
1156,10841,0.9463539123535156,2,3,2,2,2,1.0,0.6666666666666666
1856,11332,0.9589247703552246,9,8,6,6,6,0.6666666666666666,0.75
2118,11481,0.822685956954956,4,7,3,3,3,0.75,0.42857142857142855
2451,18043,0.7413652539253235,2,10,0,0,0,0.0,0.0
5651,13860,0.785301685333252,13,10,4,4,4,0.3076923076923077,0.4
8036,15292,0.8891255855560303,23,14,9,9,9,0.391304347826087,0.6428571428571429
9874,16277,0.9424816370010376,30,30,29,29,29,0.9666666666666667,0.9666666666666667
2353,11649,0.8548842668533325,12,2,2,2,2,0.16666666666666666,1.0
5038,13602,0.7333086729049683,16,3,3,3,3,0.1875,1.0
6574,14365,0.909656286239624,5,6,5,5,5,1.0,0.8333333333333334
2437,11728,0.9003955125808716,5,5,5,5,5,1.0,1.0
5504,13783,0.8855010271072388,8,9,7,7,7,0.875,0.7777777777777778
2196,11522,0.9537049531936646,12,25,3,3,3,0.25,0.12
1371,11030,0.7721494436264038,15,7,3,3,3,0.2,0.42857142857142855
5482,13764,0.8777040243148804,9,1,1,1,1,0.1111111111111111,1.0
147,10124,0.8975725769996643,7,29,2,2,2,0.2857142857142857,0.06896551724137931
2438,11729,0.9003955125808716,5,5,5,5,5,1.0,1.0
1174,10867,0.915264368057251,10,11,10,10,10,1.0,0.9090909090909091
6427,14208,0.8661149740219116,2,6,2,2,2,1.0,0.3333333333333333
992,10710,0.8531859517097473,19,11,5,5,5,0.2631578947368421,0.45454545454545453
3476,12444,0.7799866199493408,15,2,1,1,1,0.06666666666666667,0.5
6939,14499,0.8249722719192505,5,13,5,5,5,1.0,0.38461538461538464
443,10388,0.8903014063835144,3,1,1,1,1,0.3333333333333333,1.0
693,11991,0.930069386959076,4,14,1,1,1,0.25,0.07142857142857142
7414,19716,0.8690899610519409,14,7,1,1,1,0.07142857142857142,0.14285714285714285
4127,14131,0.6715341210365295,491,4,2,2,2,0.004073319755600814,0.5
5920,19215,0.8656051158905029,15,6,3,3,3,0.2,0.5
4574,13359,0.8502665162086487,2,8,2,2,2,1.0,0.25
4726,13493,0.8672299981117249,3,3,3,3,3,1.0,1.0
9413,16045,0.9424747228622437,4,5,4,4,4,1.0,0.8
4156,12962,0.8846340179443359,10,10,6,6,6,0.6,0.6
1857,11310,0.9208865165710448,35,19,18,18,18,0.5142857142857142,0.9473684210526315
3967,12803,0.9164946675300598,3,1,1,1,1,0.3333333333333333,1.0
1074,10784,0.9007407426834106,7,5,3,3,3,0.42857142857142855,0.6
3432,12379,0.913856029510498,6,3,2,2,2,0.3333333333333333,0.6666666666666666
9947,16360,0.9116486310958862,6,6,5,5,5,0.8333333333333334,0.8333333333333334
1237,10927,0.866735577583313,1,1,1,1,1,1.0,1.0
3937,12780,0.9748096466064452,37,32,19,19,19,0.5135135135135135,0.59375
5352,13662,0.8563351035118103,9,19,1,1,1,0.1111111111111111,0.05263157894736842
5460,13753,0.9020390510559082,5,6,3,3,3,0.6,0.5
279,10257,0.8999736309051514,15,10,8,8,8,0.5333333333333333,0.8
3686,12560,0.8471091389656067,6,8,4,4,4,0.6666666666666666,0.5
5249,13655,0.8288103342056274,2,2,2,2,2,1.0,1.0
7709,15032,0.8976606130599976,18,17,17,17,17,0.9444444444444444,1.0
2890,11952,0.8718695640563965,7,6,5,5,5,0.7142857142857143,0.8333333333333334
6545,14320,0.97152841091156,5,5,4,4,4,0.8,0.8
6585,14393,0.9200531244277954,7,3,3,3,3,0.42857142857142855,1.0
1867,16549,0.8742371201515198,7,3,3,3,3,0.42857142857142855,1.0
8429,15501,0.9136090278625488,20,8,7,7,7,0.35,0.875
615,10471,0.9113452434539796,10,12,7,7,7,0.7,0.5833333333333334
656,10509,0.9271472692489624,33,25,17,17,17,0.5151515151515151,0.68
5728,13918,0.9335268139839172,3,3,3,3,3,1.0,1.0
7687,15013,0.9278281927108764,109,118,39,39,39,0.3577981651376147,0.3305084745762712
3648,12533,0.9905886650085448,5,5,5,5,5,1.0,1.0
3387,12349,0.914028525352478,11,10,10,10,10,0.9090909090909091,1.0
5392,13703,0.8226020336151123,4,4,4,4,4,1.0,1.0
8494,15487,0.8354975581169128,2,5,0,0,0,0.0,0.0
6459,14253,0.9322497844696044,3,3,3,3,3,1.0,1.0
4125,16924,0.7882663011550903,384,8,3,3,3,0.0078125,0.375
8463,15499,0.8769789934158325,18,16,5,5,5,0.2777777777777778,0.3125
4222,13150,0.8782321214675903,3,3,2,2,2,0.6666666666666666,0.6666666666666666
1888,18185,0.7888756990432739,23,4,2,2,2,0.08695652173913043,0.5
9036,15806,0.8944718837738037,5,2,2,2,2,0.4,1.0
2385,11672,0.9286563396453856,6,3,3,3,3,0.5,1.0
7672,15006,0.8522228598594666,1,1,1,1,1,1.0,1.0
3939,12861,0.8944091796875,10,10,5,5,5,0.5,0.5
9536,16092,0.9088258743286132,8,4,4,4,4,0.5,1.0
5563,13823,0.8333202600479126,13,3,2,2,2,0.15384615384615385,0.6666666666666666
1553,11141,0.900610089302063,8,30,2,2,2,0.25,0.06666666666666667
6392,14199,0.8453800678253174,10,5,5,5,5,0.5,1.0
6460,14254,0.8797671794891357,3,8,3,3,3,1.0,0.375
8189,14478,0.8700927495956421,10,18,3,3,3,0.3,0.16666666666666666
2875,11944,0.7678598165512085,33,7,7,7,7,0.21212121212121213,1.0
103,10072,0.8560200333595276,8,10,7,7,7,0.875,0.7
6318,14170,0.8145993947982788,16,23,9,9,9,0.5625,0.391304347826087
7894,15198,0.8271369338035583,14,3,3,3,3,0.21428571428571427,1.0
5654,13861,0.9185732007026672,4,2,2,2,2,0.5,1.0
1765,11289,0.8742101192474365,13,4,2,2,2,0.15384615384615385,0.5
114,10081,0.9393140077590942,9,6,4,4,4,0.4444444444444444,0.6666666666666666
1129,10813,0.9046923518180848,2,3,2,2,2,1.0,0.6666666666666666
3175,12205,0.9132338762283324,3,4,2,2,2,0.6666666666666666,0.5
7624,14965,0.8674451112747192,4,4,4,4,4,1.0,1.0
627,14624,0.850033164024353,3,3,0,0,0,0.0,0.0
3927,12743,0.9248231649398804,8,29,2,2,2,0.25,0.06896551724137931
4246,13134,0.9359188079833984,7,5,4,4,4,0.5714285714285714,0.8
5946,14118,0.9276949167251588,19,25,13,13,13,0.6842105263157895,0.52
7134,14692,0.8120497465133667,4,3,3,3,3,0.75,1.0
2102,11468,0.8287452459335327,5,3,3,3,3,0.6,1.0
5635,13847,0.8587040305137634,11,2,2,2,2,0.18181818181818182,1.0
7246,14790,0.92312753200531,6,6,5,5,5,0.8333333333333334,0.8333333333333334
3789,12629,0.9251498579978944,2,2,2,2,2,1.0,1.0
47,10027,0.913673222064972,8,7,6,6,6,0.75,0.8571428571428571
6335,14195,0.8427654504776001,3,4,2,2,2,0.6666666666666666,0.5
3141,12185,0.9046527147293092,5,3,3,3,3,0.6,1.0
9838,16286,0.9220447540283204,53,60,45,45,45,0.8490566037735849,0.75
9866,16268,0.911655068397522,32,30,29,29,29,0.90625,0.9666666666666667
9918,16315,0.9185941219329834,15,23,15,15,15,1.0,0.6521739130434783
2470,11751,0.835089921951294,4,5,1,1,1,0.25,0.2
827,10633,0.7746900320053101,29,18,14,14,14,0.4827586206896552,0.7777777777777778
2059,14252,0.8958911895751953,15,8,3,3,3,0.2,0.375
2859,11941,0.8873065710067749,11,6,6,6,6,0.5454545454545454,1.0
9555,15180,0.8528456091880798,7,35,4,4,4,0.5714285714285714,0.11428571428571428
6607,14394,0.8876352310180664,5,5,5,5,5,1.0,1.0
9881,16284,0.9424816370010376,30,30,29,29,29,0.9666666666666667,0.9666666666666667
2834,14428,0.8676831126213074,22,11,1,1,1,0.045454545454545456,0.09090909090909091
502,10427,0.8427948355674744,5,1,1,1,1,0.2,1.0
80,10060,0.9090007543563844,7,6,6,6,6,0.8571428571428571,1.0
768,16999,0.8976073265075684,5,36,2,2,2,0.4,0.05555555555555555
6938,14493,0.7831766605377197,4,11,3,3,3,0.75,0.2727272727272727
113,10094,0.952106475830078,12,33,7,7,7,0.5833333333333334,0.21212121212121213
4805,19369,0.8847278356552124,22,12,0,0,0,0.0,0.0
9804,18544,0.950029730796814,8,10,3,3,3,0.375,0.3
9738,16204,0.871752917766571,8,7,7,7,7,0.875,1.0
20,10015,0.9000447988510132,7,5,5,5,5,0.7142857142857143,1.0
1957,11351,0.8419724702835083,4,3,3,3,3,0.75,1.0
766,17038,0.8383157253265381,5,3,2,2,2,0.4,0.6666666666666666
1961,11501,0.8785429000854492,16,11,8,8,8,0.5,0.7272727272727273
5136,13647,0.8684674501419067,132,15,14,14,14,0.10606060606060606,0.9333333333333333
9401,16024,0.8910252451896667,14,16,14,14,14,1.0,0.875
4985,13594,0.8714393377304077,2,2,1,1,1,0.5,0.5
7862,15143,0.7879787683486938,5,6,2,2,2,0.4,0.3333333333333333
3376,12352,0.8221783638000488,15,8,8,8,8,0.5333333333333333,1.0
5888,14005,0.8561562895774841,2,10,1,1,1,0.5,0.1
1095,10797,0.8985402584075928,9,9,5,5,5,0.5555555555555556,0.5555555555555556
8887,15696,0.9032840132713318,10,11,8,8,8,0.8,0.7272727272727273
1982,11380,0.7823584079742432,3,4,3,3,3,1.0,0.75
364,16585,0.8446826338768005,4,15,3,3,3,0.75,0.2
1166,10857,0.9501685500144958,10,11,8,8,8,0.8,0.7272727272727273
2119,12697,0.9131860733032228,58,12,7,7,7,0.1206896551724138,0.5833333333333334
2609,11807,0.8558032512664795,40,37,7,7,7,0.175,0.1891891891891892
9058,15843,0.8996432423591614,2,4,2,2,2,1.0,0.5
9061,15848,0.8663317561149597,6,6,4,4,4,0.6666666666666666,0.6666666666666666
1575,11178,0.8977552652359009,5,8,4,4,4,0.8,0.5
1983,11381,0.9257861971855164,10,10,9,9,9,0.9,0.9
1401,11025,0.8599342107772827,4,7,2,2,2,0.5,0.2857142857142857
603,10487,0.8681840896606445,3,3,3,3,3,1.0,1.0
7615,14978,0.8704081773757935,4,3,2,2,2,0.5,0.6666666666666666
9681,16199,0.9086868762969972,12,5,5,5,5,0.4166666666666667,1.0
6886,14460,0.8771934509277344,6,4,1,1,1,0.16666666666666666,0.25
462,10368,0.9098770022392272,29,8,7,7,7,0.2413793103448276,0.875
3936,16862,0.8060416579246521,3,4,1,1,1,0.3333333333333333,0.25
7706,15016,0.8582760095596313,20,6,5,5,5,0.25,0.8333333333333334
5944,14057,0.86482834815979,14,31,12,12,12,0.8571428571428571,0.3870967741935484
9260,15913,0.8766186833381653,3,4,3,3,3,1.0,0.75
4627,19754,0.7895282506942749,20,12,1,1,1,0.05,0.08333333333333333
1019,10816,0.9654202461242676,60,29,19,19,19,0.31666666666666665,0.6551724137931034
2429,11732,0.8008922338485718,5,3,1,1,1,0.2,0.3333333333333333
7112,14659,0.793032705783844,2,1,1,1,1,0.5,1.0
4011,12840,0.880520224571228,3,3,3,3,3,1.0,1.0
3042,12075,0.7630919218063354,4,2,1,1,1,0.25,0.5
3610,12496,0.8601083159446716,11,7,3,3,3,0.2727272727272727,0.42857142857142855
3670,12547,0.9363686442375184,4,4,4,4,4,1.0,1.0
2393,11666,0.9233811497688292,13,9,8,8,8,0.6153846153846154,0.8888888888888888
4563,13353,0.8967421054840088,9,7,6,6,6,0.6666666666666666,0.8571428571428571
7640,12792,0.8924669027328491,30,20,11,11,11,0.36666666666666664,0.55
8902,15716,0.8416727781295776,49,4,3,3,3,0.061224489795918366,0.75
7767,12753,0.8564370274543762,41,29,1,1,1,0.024390243902439025,0.034482758620689655
3105,12131,0.9388991594314576,11,18,6,6,6,0.5454545454545454,0.3333333333333333
707,10549,0.9113181829452516,4,3,2,2,2,0.5,0.6666666666666666
1854,16721,0.9346102476119996,25,11,7,7,7,0.28,0.6363636363636364
8732,15650,0.8293023109436035,20,9,8,8,8,0.4,0.8888888888888888
4881,18474,0.8371748328208923,10,10,1,1,1,0.1,0.1
1419,11051,0.8464854955673218,10,7,7,7,7,0.7,1.0
6552,14327,0.7880373597145081,10,3,3,3,3,0.3,1.0
1177,10880,0.76597660779953,9,6,5,5,5,0.5555555555555556,0.8333333333333334
1277,10967,0.9139482378959656,5,5,5,5,5,1.0,1.0
1317,11003,0.7663359642028809,12,6,5,5,5,0.4166666666666667,0.8333333333333334
4729,13501,0.8417090773582458,2,2,2,2,2,1.0,1.0
7926,18295,0.9097913503646852,7,9,1,1,1,0.14285714285714285,0.1111111111111111
9916,16339,0.8972715735435486,6,6,4,4,4,0.6666666666666666,0.6666666666666666
1140,10818,0.8900991678237915,5,8,4,4,4,0.8,0.5
3759,12597,0.932620644569397,3,4,3,3,3,1.0,0.75
897,10682,0.758543848991394,10,7,6,6,6,0.6,0.8571428571428571
3383,12346,0.914028525352478,11,10,10,10,10,0.9090909090909091,1.0
9450,16051,1.0,4,4,4,4,4,1.0,1.0
170,10582,0.7884107828140259,11,7,6,6,6,0.5454545454545454,0.8571428571428571
2491,11764,0.8705365657806396,11,3,3,3,3,0.2727272727272727,1.0
3433,15730,0.8758160471916199,4,4,0,0,0,0.0,0.0
7632,11288,0.8454667329788208,3,4,0,0,0,0.0,0.0
1152,10828,0.945083498954773,2,2,2,2,2,1.0,1.0
7327,14853,0.8750095367431641,6,4,4,4,4,0.6666666666666666,1.0
1585,11204,0.8986383080482483,2,2,2,2,2,1.0,1.0
1505,11095,0.7902137041091919,2,4,1,1,1,0.5,0.25
5507,13773,0.8345962762832642,11,7,6,6,6,0.5454545454545454,0.8571428571428571
9645,16146,0.9214377999305724,28,29,11,11,11,0.39285714285714285,0.3793103448275862
171,10583,0.8712722063064575,11,7,6,6,6,0.5454545454545454,0.8571428571428571
7819,15135,0.8975104689598083,9,7,4,4,4,0.4444444444444444,0.5714285714285714
8728,15657,0.8562902808189392,7,4,3,3,3,0.42857142857142855,0.75
1355,11007,0.8642057180404663,1,7,1,1,1,1.0,0.14285714285714285
1689,11261,0.8299548625946045,2,1,1,1,1,0.5,1.0
2291,11595,0.8534231185913086,10,6,5,5,5,0.5,0.8333333333333334
7731,15022,0.8956546783447266,9,6,2,2,2,0.2222222222222222,0.3333333333333333
4278,17627,0.8206546902656555,7,11,2,2,2,0.2857142857142857,0.18181818181818182
8800,15645,0.8029646873474121,30,4,1,1,1,0.03333333333333333,0.25
9473,14233,0.7014189958572388,15,1,0,0,0,0.0,0.0
4097,12893,0.883673906326294,6,3,3,3,3,0.5,1.0
1325,10984,0.8593809604644775,6,5,1,1,1,0.16666666666666666,0.2
5761,13954,0.955736517906189,6,4,4,4,4,0.6666666666666666,1.0
1832,11346,0.9019493460655212,26,6,5,5,5,0.19230769230769232,0.8333333333333334
3742,12665,0.9376530051231384,27,26,18,18,18,0.6666666666666666,0.6923076923076923
8013,15302,0.7115433216094971,40,79,15,15,15,0.375,0.189873417721519
199,12487,0.8093399405479431,39,23,8,8,8,0.20512820512820512,0.34782608695652173
5406,13726,0.808282196521759,6,11,3,3,3,0.5,0.2727272727272727
8353,15450,0.8773338794708252,8,1,1,1,1,0.125,1.0
8998,15746,0.9021552801132202,22,9,4,4,4,0.18181818181818182,0.4444444444444444
5764,13959,0.9136098623275756,4,2,2,2,2,0.5,1.0
9651,16162,0.7681570053100586,7,7,5,5,5,0.7142857142857143,0.7142857142857143
6573,14363,0.909656286239624,5,6,5,5,5,1.0,0.8333333333333334
7301,14836,0.9192131757736206,62,26,16,16,16,0.25806451612903225,0.6153846153846154
6388,17844,0.9484362602233888,46,200,6,6,6,0.13043478260869565,0.03
6584,14372,0.8317947387695312,77,3,3,3,3,0.03896103896103896,1.0
6624,14408,0.9125332832336426,3,3,3,3,3,1.0,1.0
962,15218,0.9542307257652284,32,44,10,10,10,0.3125,0.22727272727272727
5541,13807,0.965411901473999,137,68,59,59,59,0.4306569343065693,0.8676470588235294
1309,11012,0.8223761916160583,45,10,9,9,9,0.2,0.9
5077,14984,0.8287603855133057,19,21,4,4,4,0.21052631578947367,0.19047619047619047
5184,13649,0.8393739461898804,15,10,5,5,5,0.3333333333333333,0.5
7569,11060,0.7811083793640137,23,6,1,1,1,0.043478260869565216,0.16666666666666666
7055,14631,0.9175622463226318,3,3,3,3,3,1.0,1.0
7243,15734,0.9667943120002748,145,136,55,55,55,0.3793103448275862,0.40441176470588236
2768,13218,0.8553755283355713,17,6,1,1,1,0.058823529411764705,0.16666666666666666
646,10933,0.7304514646530151,14,4,1,1,1,0.07142857142857142,0.25
301,10261,0.9223803281784058,8,6,6,6,6,0.75,1.0
2753,11926,0.8854885101318359,154,31,25,25,25,0.16233766233766234,0.8064516129032258
8072,15329,0.7033573389053345,36,2,1,1,1,0.027777777777777776,0.5
9235,12841,0.7969913482666016,1,10,0,0,0,0.0,0.0
7256,14806,0.8628896474838257,4,2,2,2,2,0.5,1.0
4436,16909,0.9261906743049622,445,25,8,8,8,0.017977528089887642,0.32
9756,16219,0.9346871376037598,3,3,3,3,3,1.0,1.0
1874,11320,0.8750358819961548,26,23,18,18,18,0.6923076923076923,0.782608695652174
2955,11997,0.9076733589172364,1,1,1,1,1,1.0,1.0
3357,12306,0.8659577369689941,9,2,2,2,2,0.2222222222222222,1.0
6776,14434,0.8536531925201416,5,5,5,5,5,1.0,1.0
4547,19751,0.8136794567108154,13,12,1,1,1,0.07692307692307693,0.08333333333333333
4750,15384,0.8314796686172485,45,11,7,7,7,0.15555555555555556,0.6363636363636364
6848,14459,0.9283893704414368,22,13,10,10,10,0.45454545454545453,0.7692307692307693
2068,11450,0.8709373474121094,3,3,2,2,2,0.6666666666666666,0.6666666666666666
4025,12850,0.9240232706069946,2,1,1,1,1,0.5,1.0
5013,13628,0.7898080348968506,8,7,4,4,4,0.5,0.5714285714285714
1643,11243,0.8541057109832764,12,2,1,1,1,0.08333333333333333,0.5
3401,12348,0.9229122400283812,10,10,9,9,9,0.9,0.9
4007,12832,0.8605499267578125,7,6,6,6,6,0.8571428571428571,1.0
1238,19825,0.9369606375694276,25,20,3,3,3,0.12,0.15
3687,12562,0.7925035357475281,5,6,3,3,3,0.6,0.5
2022,11419,0.9017072319984436,6,7,6,6,6,1.0,0.8571428571428571
358,10278,0.9332674145698548,6,7,5,5,5,0.8333333333333334,0.7142857142857143
905,10676,0.9371581673622132,2,2,2,2,2,1.0,1.0
1392,11023,0.8507757186889648,11,3,3,3,3,0.2727272727272727,1.0
490,10397,0.9117650389671326,14,7,7,7,7,0.5,1.0
5494,13788,0.939682960510254,25,17,15,15,15,0.6,0.8823529411764706
3684,12556,0.9999999403953552,4,4,3,3,3,0.75,0.75
6992,14588,0.8709456324577332,5,5,4,4,4,0.8,0.8
5719,13906,0.8856691122055054,6,6,6,6,6,1.0,1.0
3434,12381,0.8811306953430176,3,5,2,2,2,0.6666666666666666,0.4
1028,10746,0.6630102396011353,4,5,3,3,3,0.75,0.6
8039,15309,0.8659608364105225,21,24,19,19,19,0.9047619047619048,0.7916666666666666
3386,12341,0.8966407775878906,11,17,10,10,10,0.9090909090909091,0.5882352941176471
8404,15779,0.9051213264465332,10,9,0,0,0,0.0,0.0
1637,11879,0.8557993173599243,5,19,4,4,4,0.8,0.21052631578947367
9748,16192,0.9057987928390504,6,7,4,4,4,0.6666666666666666,0.5714285714285714
9199,15870,1.0000001192092896,4,5,4,4,4,1.0,0.8
8320,19837,0.8273338079452515,130,4,1,1,1,0.007692307692307693,0.25
1651,11139,0.8462700247764587,11,23,2,2,2,0.18181818181818182,0.08695652173913043
7118,14669,0.9430346488952636,4,3,3,3,3,0.75,1.0
2881,11945,0.9999999403953552,6,6,6,6,6,1.0,1.0
3133,12160,0.8960244655609131,4,4,3,3,3,0.75,0.75
5425,13730,0.8812990188598633,4,11,4,4,4,1.0,0.36363636363636365
8555,18428,0.919199287891388,14,3,3,3,3,0.21428571428571427,1.0
6319,14172,0.8855920433998108,8,7,4,4,4,0.5,0.5714285714285714
6572,14352,0.9268789291381836,5,5,4,4,4,0.8,0.8
4118,12906,0.9546141624450684,259,386,58,58,58,0.22393822393822393,0.15025906735751296
5682,13880,0.9378841519355774,7,4,3,3,3,0.42857142857142855,0.75
6859,14674,0.910054087638855,84,14,3,3,3,0.03571428571428571,0.21428571428571427
9464,16060,0.9353615045547484,8,22,5,5,5,0.625,0.22727272727272727
4810,14445,0.7803658246994019,31,7,5,5,5,0.16129032258064516,0.7142857142857143
7538,15902,0.8597720265388489,13,10,9,9,9,0.6923076923076923,0.9
9905,16297,0.9268917441368104,18,26,18,18,18,1.0,0.6923076923076923
2631,11806,0.9322874546051024,8,5,4,4,4,0.5,0.8
93,10064,0.8708968162536621,5,12,5,5,5,1.0,0.4166666666666667
1235,10937,0.8991398811340332,8,3,3,3,3,0.375,1.0
7723,15044,0.8092203140258789,62,14,12,12,12,0.1935483870967742,0.8571428571428571
9027,15799,0.8467592597007751,8,4,3,3,3,0.375,0.75
3125,12161,0.914249062538147,5,9,3,3,3,0.6,0.3333333333333333
651,10508,0.85374915599823,4,2,2,2,2,0.5,1.0
449,10373,0.8288025856018066,3,2,2,2,2,0.6666666666666666,1.0
1746,11269,0.9329879879951476,7,4,4,4,4,0.5714285714285714,1.0
5562,13820,0.8154764771461487,19,2,2,2,2,0.10526315789473684,1.0
8723,15653,0.8725358843803406,21,8,8,8,8,0.38095238095238093,1.0
5433,13706,0.8641178011894226,3,10,3,3,3,1.0,0.3
863,10656,0.9369404315948486,4,4,4,4,4,1.0,1.0
2150,12750,0.8486736416816711,48,29,1,1,1,0.020833333333333332,0.034482758620689655
6802,14441,0.8829623460769653,9,5,4,4,4,0.4444444444444444,0.8
2704,11875,0.7861289978027344,17,3,3,3,3,0.17647058823529413,1.0
8398,15484,1.0,5,4,4,4,4,0.8,1.0
3573,12473,0.9627221822738647,13,13,12,12,12,0.9230769230769231,0.9230769230769231
1581,11201,0.9400662183761596,3,3,2,2,2,0.6666666666666666,0.6666666666666666
2978,12035,0.9770431518554688,4,4,4,4,4,1.0,1.0
919,10673,0.8118422627449036,4,4,3,3,3,0.75,0.75
4192,12976,0.8785666823387146,4,5,2,2,2,0.5,0.4
9915,16346,0.9272546768188475,7,6,5,5,5,0.7142857142857143,0.8333333333333334
9868,16271,0.9424816370010376,30,30,29,29,29,0.9666666666666667,0.9666666666666667
1584,11206,0.8456659317016602,2,2,2,2,2,1.0,1.0
3130,12132,0.9472997188568116,3,4,3,3,3,1.0,0.75
1558,11154,0.8693042993545532,2,5,1,1,1,0.5,0.2
4382,13365,0.8584215641021729,25,28,7,7,7,0.28,0.25
7085,14649,0.8534133434295654,2,2,2,2,2,1.0,1.0
3475,12432,0.9467135667800904,5,8,3,3,3,0.6,0.375
828,10634,0.8318300843238831,27,18,14,14,14,0.5185185185185185,0.7777777777777778
8562,15555,0.807414710521698,15,5,4,4,4,0.26666666666666666,0.8
8379,15470,0.871482789516449,2,3,2,2,2,1.0,0.6666666666666666
1669,11250,0.7654805183410645,5,6,5,5,5,1.0,0.8333333333333334
393,10334,0.8547636866569519,26,17,10,10,10,0.38461538461538464,0.5882352941176471
6628,14410,0.9999999403953552,3,3,3,3,3,1.0,1.0
1768,11292,0.8007350564002991,17,6,4,4,4,0.23529411764705882,0.6666666666666666
5536,13803,0.7512217164039612,12,9,5,5,5,0.4166666666666667,0.5555555555555556
8357,15451,0.9148106575012208,4,2,1,1,1,0.25,0.5
6092,16910,0.8297850489616394,162,6,4,4,4,0.024691358024691357,0.6666666666666666
6940,14496,0.8343363404273987,4,19,4,4,4,1.0,0.21052631578947367
3456,12418,0.8882250189781189,25,30,24,24,24,0.96,0.8
9318,15983,0.9572547674179076,4,7,4,4,4,1.0,0.5714285714285714
829,10635,0.8318300843238831,27,18,14,14,14,0.5185185185185185,0.7777777777777778
1678,11255,0.9330921173095704,11,4,3,3,3,0.2727272727272727,0.75
2326,11556,0.8294602036476135,14,10,1,1,1,0.07142857142857142,0.1
4464,14868,0.9226056337356568,284,27,5,5,5,0.017605633802816902,0.18518518518518517
5619,13837,0.9319926500320436,16,35,6,6,6,0.375,0.17142857142857143
1835,11318,0.9471886157989502,11,11,7,7,7,0.6363636363636364,0.6363636363636364
933,10692,0.8304938077926636,5,4,1,1,1,0.2,0.25
1146,10836,0.7105677127838135,3,1,1,1,1,0.3333333333333333,1.0
1742,11276,0.8501922488212585,8,6,5,5,5,0.625,0.8333333333333334
9842,16254,0.8644924163818359,10,5,5,5,5,0.5,1.0
8363,15467,0.9115704894065856,3,2,2,2,2,0.6666666666666666,1.0
7180,14742,0.8907387852668762,4,3,2,2,2,0.5,0.6666666666666666
1632,11224,0.817284882068634,7,7,2,2,2,0.2857142857142857,0.2857142857142857
2446,11737,0.8505877256393433,3,3,3,3,3,1.0,1.0
5540,13809,0.894284725189209,28,12,12,12,12,0.42857142857142855,1.0
3996,12813,0.9339528679847716,4,5,4,4,4,1.0,0.8
814,10628,0.8283089995384216,21,18,7,7,7,0.3333333333333333,0.3888888888888889
8038,15298,0.9025193452835084,20,24,18,18,18,0.9,0.75
1803,16475,0.7798734307289124,29,5,1,1,1,0.034482758620689655,0.2
1755,11294,0.9000497460365295,19,19,7,7,7,0.3684210526315789,0.3684210526315789
2424,11718,0.9050582647323608,10,11,10,10,10,1.0,0.9090909090909091
439,10342,0.8073209524154663,7,2,2,2,2,0.2857142857142857,1.0
1929,11367,0.8539505004882812,7,4,4,4,4,0.5714285714285714,1.0
3408,10922,0.7361214756965637,5,7,0,0,0,0.0,0.0
1072,10743,0.9214473962783812,12,9,2,2,2,0.16666666666666666,0.2222222222222222
2562,11768,0.8692972660064697,6,9,4,4,4,0.6666666666666666,0.4444444444444444
7013,14601,0.9638065099716188,57,31,17,17,17,0.2982456140350877,0.5483870967741935
6123,14129,0.8529312610626221,59,3,2,2,2,0.03389830508474576,0.6666666666666666
3770,12586,0.8476593494415283,6,4,1,1,1,0.16666666666666666,0.25
7184,14748,0.9454573392868042,8,14,4,4,4,0.5,0.2857142857142857
1548,11117,0.8544472455978394,3,3,3,3,3,1.0,1.0
2919,11962,0.8445881605148315,5,7,3,3,3,0.6,0.42857142857142855
3739,12598,0.8671683073043823,3,4,1,1,1,0.3333333333333333,0.25
2139,12079,0.8968799114227295,54,26,6,6,6,0.1111111111111111,0.23076923076923078
6403,17975,0.932320773601532,15,12,2,2,2,0.13333333333333333,0.16666666666666666
2563,11769,0.8905729651451111,13,14,11,11,11,0.8461538461538461,0.7857142857142857
9575,16111,0.90684974193573,9,3,2,2,2,0.2222222222222222,0.6666666666666666
8041,15308,0.8928924798965454,20,86,18,18,18,0.9,0.20930232558139536
9666,16149,0.873802900314331,8,11,4,4,4,0.5,0.36363636363636365
8903,15718,0.7793824076652527,21,4,3,3,3,0.14285714285714285,0.75
676,10519,0.9110095500946044,9,7,3,3,3,0.3333333333333333,0.42857142857142855
687,10528,0.9635584354400636,9,8,7,7,7,0.7777777777777778,0.875
9883,16263,0.9942452311515808,9,9,9,9,9,1.0,1.0
7990,15262,0.9185193181037904,5,10,4,4,4,0.8,0.4
3313,18124,0.8762024641036987,3,4,0,0,0,0.0,0.0
7547,14921,0.9101889729499816,6,4,3,3,3,0.5,0.75
1269,17336,0.8480632305145264,5,5,2,2,2,0.4,0.4
1377,11011,0.9073562026023864,9,2,2,2,2,0.2222222222222222,1.0
2954,12004,1.0,3,3,3,3,3,1.0,1.0
688,10529,0.8465325236320496,4,5,4,4,4,1.0,0.8
1027,10749,0.9363001585006714,6,7,4,4,4,0.6666666666666666,0.5714285714285714
1388,11020,0.8467627763748169,2,1,1,1,1,0.5,1.0
3018,10219,0.8693181276321411,16,17,5,5,5,0.3125,0.29411764705882354
4665,17989,0.8350780010223389,12,8,1,1,1,0.08333333333333333,0.125
