First Index,Second Index,Similarity,Total Neighbors a,Total Neighbors a_star,Matching Neighbor Pairs,total_b,total_b_star,b / a_neigh,b_star / a_star_neigh
5916,15125,0.8831326961517334,2,3,0,0,0,0.0,0.0
4488,13666,0.7453151941299438,15,5,3,3,3,0.2,0.6
7961,17226,0.952888011932373,4,2,1,1,1,0.25,0.5
1273,10321,0.8566495180130005,9,7,5,5,5,0.5555556,0.7142857
3751,12878,0.8899418115615845,14,11,4,4,4,0.2857143,0.3636364
811,9881,0.8398644924163818,12,16,7,7,7,0.5833333,0.4375
203,9324,0.9413098096847534,3,3,0,0,0,0.0,0.0
4489,13667,0.955221712589264,5,3,1,1,1,0.2,0.3333333
6176,15386,0.8923333287239075,17,10,4,4,4,0.2352941,0.4
4481,13663,0.9045870900154114,41,31,22,22,22,0.5365854,0.7096774
4581,13750,0.9629086256027222,4,7,2,2,2,0.5,0.2857143
7208,16436,0.8942026495933533,5,11,4,4,4,0.8,0.3636364
8194,17470,0.8268826007843018,8,3,1,1,1,0.125,0.3333333
7839,17093,0.958576202392578,7,5,2,2,2,0.2857143,0.4
204,9325,0.9788071513175964,23,12,8,8,8,0.3478261,0.6666667
1217,10276,0.4466734230518341,4,6,2,2,2,0.5,0.3333333
5584,14773,0.9539843201637268,3,2,1,1,1,0.3333333,0.5
1790,10812,0.8599892258644104,9,13,8,8,8,0.8888889,0.6153846
1809,10825,0.966052770614624,9,17,3,3,3,0.3333333,0.1764706
2417,11468,0.9670248031616212,6,2,2,2,2,0.3333333,1.0
907,9970,0.9224565625190736,7,7,5,5,5,0.7142857,0.7142857
2675,11763,0.9421022534370422,37,27,14,14,14,0.3783784,0.5185185
5234,14394,0.7176800966262817,8,5,2,2,2,0.25,0.4
5302,14449,0.9375734329223632,9,18,3,3,3,0.3333333,0.1666667
2866,11968,0.9779393076896667,10,8,4,4,4,0.4,0.5
5313,14458,0.9001734256744385,3,7,1,1,1,0.3333333,0.1428571
3578,12699,0.9379789233207704,10,7,4,4,4,0.4,0.5714286
6942,16172,0.9132614135742188,20,16,10,10,10,0.5,0.625
6615,15814,0.2969524264335632,9,10,6,6,6,0.6666667,0.6
421,9524,0.9091689586639404,32,29,16,16,16,0.5,0.5517241
5235,14395,0.7110453844070435,2,4,2,2,2,1.0,0.5
8587,17894,0.96431165933609,3,5,3,3,3,1.0,0.6
4707,13867,0.9281013011932372,8,10,1,1,1,0.125,0.1
8399,17694,0.9033120274543762,23,19,3,3,3,0.1304348,0.1578947
5637,14820,0.950015902519226,2,6,1,1,1,0.5,0.1666667
3231,12331,0.9612541198730468,16,16,7,7,7,0.4375,0.4375
3438,12544,0.9180452227592468,8,9,4,4,4,0.5,0.4444444
3969,13114,0.9406585693359376,3,4,1,1,1,0.3333333,0.25
7802,17066,0.9682283401489258,15,17,8,8,8,0.5333333,0.4705882
3202,12304,0.7534266114234924,18,11,6,6,6,0.3333333,0.5454545
4429,13593,0.8885595202445984,75,57,23,23,23,0.3066667,0.4035088
7655,16904,0.926666796207428,11,6,2,2,2,0.1818182,0.3333333
2462,11511,0.8681705594062805,10,3,2,2,2,0.2,0.6666667
5647,14833,0.9842638969421388,2,2,1,1,1,0.5,0.5
7226,16461,0.9657453298568726,9,6,3,3,3,0.3333333,0.5
5479,14648,0.9373810887336732,30,19,13,13,13,0.4333333,0.6842105
5618,14806,0.9742741584777832,8,8,3,3,3,0.375,0.375
7576,16839,0.8493030667304993,32,33,21,21,21,0.65625,0.6363636
2936,12041,0.9532871842384338,8,4,1,1,1,0.125,0.25
995,10060,0.9446176290512084,18,10,5,5,5,0.2777778,0.5
1468,10509,0.9576175808906556,5,3,2,2,2,0.4,0.6666667
3622,12746,0.9632251262664796,15,17,6,6,6,0.4,0.3529412
3494,12597,0.9746720790863036,4,2,1,1,1,0.25,0.5
5401,14548,0.9219038486480712,7,6,2,2,2,0.2857143,0.3333333
1058,10116,0.8655121922492981,12,9,6,6,6,0.5,0.6666667
2826,11909,0.989085853099823,4,5,2,2,2,0.5,0.4
3105,12227,0.9179137945175172,2,2,1,1,1,0.5,0.5
38,9126,0.9631357192993164,2,2,1,1,1,0.5,0.5
4865,14016,0.9699258804321288,3,3,3,3,3,1.0,1.0
6670,15870,0.9357303977012634,9,8,5,5,5,0.5555556,0.625
6131,15333,0.8814404010772705,4,2,2,2,2,0.5,1.0
2616,11690,0.906444489955902,8,4,2,2,2,0.25,0.5
1501,10542,0.7680001258850098,29,12,4,4,4,0.137931,0.3333333
2895,12008,0.758954644203186,10,5,4,4,4,0.4,0.8
688,9765,0.8582711219787598,13,17,5,5,5,0.3846154,0.2941176
1161,10214,0.9600956439971924,18,19,6,6,6,0.3333333,0.3157895
2887,12004,0.8579608201980591,2,3,1,1,1,0.5,0.3333333
7480,16727,0.9798028469085692,4,9,4,4,4,1.0,0.4444444
5832,15036,0.914164423942566,7,12,3,3,3,0.4285714,0.25
1512,10557,0.9489352107048036,3,5,3,3,3,1.0,0.6
1523,10566,0.9618085026741028,12,8,6,6,6,0.5,0.75
1150,10204,0.9690322875976562,6,6,3,3,3,0.5,0.5
4869,14022,0.9132983684539796,21,18,10,10,10,0.4761905,0.5555556
669,9751,0.8470430374145508,22,13,7,7,7,0.3181818,0.5384615
7481,16728,0.9647079706192015,5,2,2,2,2,0.4,1.0
5430,14583,0.8626183271408081,4,8,1,1,1,0.25,0.125
5938,15139,0.9470773935317992,6,3,2,2,2,0.3333333,0.6666667
6244,15474,0.980992317199707,8,3,1,1,1,0.125,0.3333333
7045,16283,0.956235408782959,8,9,8,8,8,1.0,0.8888889
8812,18111,0.9338104724884032,25,15,11,11,11,0.44,0.7333333
7067,16301,0.397385835647583,2,3,1,1,1,0.5,0.3333333
7200,16422,0.9299927353858948,8,11,6,6,6,0.75,0.5454545
1206,10257,0.9352306723594666,13,18,5,5,5,0.3846154,0.2777778
725,9804,0.9303283095359802,4,2,2,2,2,0.5,1.0
1938,10966,0.9424228072166444,5,3,2,2,2,0.4,0.6666667
2077,11124,0.9691696166992188,8,5,3,3,3,0.375,0.6
8816,18117,0.9261289834976196,53,18,12,12,12,0.2264151,0.6666667
1095,10160,0.9130393266677856,12,10,7,7,7,0.5833333,0.7
1361,10396,0.8793425559997559,22,42,13,13,13,0.5909091,0.3095238
2656,11740,0.9454253911972046,9,7,4,4,4,0.4444444,0.5714286
5562,14744,0.9477014541625975,2,3,0,0,0,0.0,0.0
1268,10317,0.9567846655845642,4,5,3,3,3,0.75,0.6
7112,16345,0.6738188862800598,16,15,8,8,8,0.5,0.5333333
2139,11184,0.9742218852043152,3,5,2,2,2,0.6666667,0.4
3957,13094,0.9465620517730712,16,12,9,9,9,0.5625,0.75
229,9344,0.9161547422409058,18,11,4,4,4,0.2222222,0.3636364
6182,15391,0.9542241096496582,14,11,11,11,11,0.7857143,1.0
1701,10729,0.9356568455696106,4,4,0,0,0,0.0,0.0
7174,16405,0.954956352710724,6,3,3,3,3,0.5,1.0
199,9321,0.9024189114570618,16,12,8,8,8,0.5,0.6666667
2872,11974,0.9200451374053956,19,13,7,7,7,0.3684211,0.5384615
1853,10863,0.924694001674652,16,7,2,2,2,0.125,0.2857143
4658,13815,0.9744812846183776,7,7,4,4,4,0.5714286,0.5714286
3958,13095,0.8889302015304565,39,23,15,15,15,0.3846154,0.6521739
7864,17117,0.96391499042511,12,10,6,6,6,0.5,0.6
8130,17416,0.9058842658996582,21,16,9,9,9,0.4285714,0.5625
3570,12690,0.9397939443588256,9,7,4,4,4,0.4444444,0.5714286
9010,18332,0.8722958564758301,28,18,7,7,7,0.25,0.3888889
2475,11520,0.912100911140442,19,14,1,1,1,0.0526316,0.0714286
5260,14414,0.9382498264312744,48,23,17,17,17,0.3541667,0.7391304
2873,11975,0.9159077405929564,10,5,2,2,2,0.2,0.4
5787,14983,0.9176242351531982,11,13,8,8,8,0.7272727,0.6153846
2604,11670,0.90331768989563,6,8,4,4,4,0.6666667,0.5
2476,11521,0.9670088291168212,2,2,0,0,0,0.0,0.0
9014,18338,0.9645832777023317,35,36,23,23,23,0.6571429,0.6388889
4702,13863,0.9722798466682434,36,28,20,20,20,0.5555556,0.7142857
3781,12909,0.9192944169044496,6,5,3,3,3,0.5,0.6
2607,11675,0.8413515090942383,33,32,19,19,19,0.5757576,0.59375
6200,15417,0.9524301290512084,8,13,2,2,2,0.25,0.1538462
6507,15717,0.9271570444107056,9,10,5,5,5,0.5555556,0.5
969,10034,0.9716407060623168,13,14,8,8,8,0.6153846,0.5714286
2876,11985,0.9544001817703248,5,3,1,1,1,0.2,0.3333333
1028,10083,0.9670424461364746,5,6,1,1,1,0.2,0.1666667
3636,12756,0.8574098944664001,3,2,1,1,1,0.3333333,0.5
9055,18375,0.9370828866958618,19,19,8,8,8,0.4210526,0.4210526
8248,17529,0.985766053199768,8,10,6,6,6,0.75,0.6
3647,12765,0.8256818652153015,2,2,0,0,0,0.0,0.0
3119,12237,0.8837742805480957,5,2,1,1,1,0.2,0.5
3238,12337,0.9563956260681152,3,7,2,2,2,0.6666667,0.2857143
6676,15876,0.8569276928901672,22,25,13,13,13,0.5909091,0.52
3868,12998,0.9773610830307008,5,4,2,2,2,0.4,0.5
3847,12975,0.9565557837486268,20,19,7,7,7,0.35,0.3684211
151,9257,0.9741790294647216,5,3,0,0,0,0.0,0.0
8663,17972,0.9709227681159972,17,6,3,3,3,0.1764706,0.5
6217,15447,0.9709784984588624,13,6,4,4,4,0.3076923,0.6666667
2036,11077,0.8705306053161621,23,17,8,8,8,0.3478261,0.4705882
6677,15877,0.8860158920288086,10,8,4,4,4,0.4,0.5
7716,16966,0.9266611933708192,6,3,2,2,2,0.3333333,0.6666667
7255,16491,0.8352246284484863,64,44,19,19,19,0.296875,0.4318182
1,9089,0.9414772391319276,18,16,13,13,13,0.7222222,0.8125
6302,15527,0.3134583830833435,7,11,5,5,5,0.7142857,0.4545455
5669,14860,0.967870593070984,14,13,3,3,3,0.2142857,0.2307692
3886,13024,0.8998398780822754,8,13,3,3,3,0.375,0.2307692
5713,14903,0.9310364723205566,4,3,0,0,0,0.0,0.0
5960,15152,0.9140712022781372,3,3,1,1,1,0.3333333,0.3333333
4293,13448,0.9426786303520204,6,6,0,0,0,0.0,0.0
6761,15961,0.981237292289734,3,2,1,1,1,0.3333333,0.5
1519,10563,0.9195295572280884,14,4,3,3,3,0.2142857,0.75
8358,17637,0.9051071405410768,7,2,2,2,2,0.2857143,1.0
6724,15930,0.7587776184082031,5,8,2,2,2,0.4,0.25
6842,16065,0.9482599496841432,7,5,0,0,0,0.0,0.0
1182,10240,0.8339377641677856,4,3,3,3,3,0.75,1.0
328,9425,0.9774277806282043,10,4,2,2,2,0.2,0.5
3887,13025,0.9706873893737792,2,2,0,0,0,0.0,0.0
8280,17574,0.9033899903297424,14,7,4,4,4,0.2857143,0.5714286
380,9472,0.2862501144409179,5,6,5,5,5,1.0,0.8333333
5885,15094,0.8763367533683777,18,10,5,5,5,0.2777778,0.5
1245,10296,0.9568114280700684,16,19,9,9,9,0.5625,0.4736842
6713,15920,0.7916820049285889,13,13,7,7,7,0.5384615,0.5384615
2105,11154,0.9814238548278807,3,2,1,1,1,0.3333333,0.5
4498,13673,0.9578545093536376,7,5,5,5,5,0.7142857,1.0
8782,18086,0.9331624507904052,2,2,1,1,1,0.5,0.5
5735,14926,0.9575576186180116,7,4,3,3,3,0.4285714,0.75
5915,15122,0.889104425907135,6,2,2,2,2,0.3333333,1.0
4148,13294,0.9523453116416932,2,2,1,1,1,0.5,0.5
4661,13816,0.9395146369934082,6,5,1,1,1,0.1666667,0.2
2094,11144,0.9350368976593018,20,20,11,11,11,0.55,0.55
2993,12110,0.9287926554679872,18,25,17,17,17,0.9444444,0.68
4920,14076,0.7981396317481995,27,31,21,21,21,0.7777778,0.6774194
2146,11191,0.7704557776451111,6,6,3,3,3,0.5,0.5
7166,16396,0.9811140298843384,12,11,8,8,8,0.6666667,0.7272727
5322,14464,0.9398709535598756,8,6,2,2,2,0.25,0.3333333
1275,10323,0.7017286419868469,6,5,1,1,1,0.1666667,0.2
5749,14946,0.9701672792434692,5,12,3,3,3,0.6,0.25
2994,12111,0.9172903895378112,31,27,14,14,14,0.4516129,0.5185185
7188,16414,0.9161195755004884,5,5,2,2,2,0.4,0.4
1700,10732,0.965666115283966,39,32,18,18,18,0.4615385,0.5625
827,9904,0.9679774045944214,6,3,2,2,2,0.3333333,0.6666667
2147,11192,0.9674248695373536,3,3,1,1,1,0.3333333,0.3333333
8965,18292,0.9627373218536376,8,7,3,3,3,0.375,0.4285714
6938,16159,0.863423228263855,18,17,10,10,10,0.5555556,0.5882353
6318,15548,0.9679423570632936,20,22,7,7,7,0.35,0.3181818
6930,16155,0.979634165763855,5,4,2,2,2,0.4,0.5
909,9973,0.8847345113754272,24,19,5,5,5,0.2083333,0.2631579
2688,11775,0.9542114734649658,10,12,8,8,8,0.8,0.6666667
4635,13799,0.970771551132202,23,21,13,13,13,0.5652174,0.6190476
8228,17504,0.9307539463043212,12,4,1,1,1,0.0833333,0.25
8387,17677,0.941156804561615,6,11,4,4,4,0.6666667,0.3636364
206,9327,0.7639518976211548,8,13,8,8,8,1.0,0.6153846
3967,13111,0.9408950209617616,4,3,1,1,1,0.25,0.3333333
5474,14634,0.9546231031417848,3,3,0,0,0,0.0,0.0
7440,16671,0.8994210362434387,10,3,1,1,1,0.1,0.3333333
8519,17833,0.9292163252830504,4,4,0,0,0,0.0,0.0
879,9950,0.9147782921791076,5,13,4,4,4,0.8,0.3076923
8966,18293,0.971522092819214,2,3,0,0,0,0.0,0.0
3211,12310,0.9621166586875916,9,7,2,2,2,0.2222222,0.2857143
1444,10482,0.74029940366745,6,7,2,2,2,0.3333333,0.2857143
7211,16439,0.9767554998397828,5,3,1,1,1,0.2,0.3333333
6383,15613,0.9685540199279784,2,2,1,1,1,0.5,0.5
6483,15700,0.9666825532913208,3,2,1,1,1,0.3333333,0.5
5476,14643,0.9257281422615052,4,6,2,2,2,0.5,0.3333333
5248,14407,0.9572244882583618,4,3,1,1,1,0.25,0.3333333
8401,17697,0.9618617296218872,5,7,5,5,5,1.0,0.7142857
4387,13553,0.8632336258888245,15,8,5,5,5,0.3333333,0.625
5218,14384,0.9083389639854432,4,8,2,2,2,0.5,0.25
7225,16459,0.981609344482422,8,5,5,5,5,0.625,1.0
2235,11276,0.9248462915420532,20,10,6,6,6,0.3,0.6
9062,18382,0.9479753971099854,12,11,7,7,7,0.5833333,0.6363636
5349,14495,0.9287205934524536,13,4,1,1,1,0.0769231,0.25
8402,17698,0.951717495918274,5,3,2,2,2,0.4,0.6666667
5480,14649,0.9280428886413574,9,2,1,1,1,0.1111111,0.5
7667,16920,0.913070023059845,5,7,1,1,1,0.2,0.1428571
3233,12333,0.8371572494506836,5,4,3,3,3,0.6,0.75
4399,13563,0.905764102935791,5,4,3,3,3,0.6,0.75
4971,14134,0.990723431110382,2,2,1,1,1,0.5,0.5
3204,12306,0.9647345542907716,14,24,9,9,9,0.6428571,0.375
5219,14385,0.9649114608764648,6,3,3,3,3,0.5,1.0
9051,18372,0.96112060546875,4,3,1,1,1,0.25,0.3333333
435,9536,0.9420897960662842,5,7,3,3,3,0.6,0.4285714
143,9248,0.8156319856643677,20,14,10,10,10,0.5,0.7142857
5382,14528,0.9390646815299988,7,3,0,0,0,0.0,0.0
8448,17750,0.837787389755249,23,14,5,5,5,0.2173913,0.3571429
6701,15900,0.9778251051902772,4,3,1,1,1,0.25,0.3333333
6841,16060,0.9572872519493104,25,13,9,9,9,0.36,0.6923077
29,9119,0.9193820357322692,15,7,2,2,2,0.1333333,0.2857143
6221,15448,0.9233543872833252,2,3,1,1,1,0.5,0.3333333
3159,12276,0.9359841346740724,21,14,8,8,8,0.3809524,0.5714286
7940,17199,0.9731040000915528,12,8,6,6,6,0.5,0.75
5989,15178,0.8959122896194458,52,23,18,18,18,0.3461538,0.7826087
5896,15099,0.9325293302536012,18,17,12,12,12,0.6666667,0.7058824
1514,10559,0.9189349412918092,8,10,6,6,6,0.75,0.6
3352,12447,0.980185091495514,3,3,2,2,2,0.6666667,0.6666667
7944,17205,0.9430901408195496,16,19,10,10,10,0.625,0.5263158
1204,10253,0.907374382019043,13,10,5,5,5,0.3846154,0.5
4089,13234,0.644026517868042,14,10,5,5,5,0.3571429,0.5
5709,14900,0.341413289308548,15,11,7,7,7,0.4666667,0.6363636
6768,15967,0.9344716668128968,21,9,5,5,5,0.2380952,0.5555556
5712,14905,0.9358074069023132,5,7,3,3,3,0.6,0.4285714
819,9890,0.3730205297470093,2,5,2,2,2,1.0,0.4
338,9437,0.9464786648750304,3,6,0,0,0,0.0,0.0
2985,12101,0.94473397731781,2,3,1,1,1,0.5,0.3333333
716,9797,0.9637601971626282,15,30,9,9,9,0.6,0.3
1929,10959,0.9118218421936036,11,11,5,5,5,0.4545455,0.4545455
1389,10420,0.932908833026886,15,12,9,9,9,0.6,0.75
8935,18259,0.9332308769226074,3,5,1,1,1,0.3333333,0.2
1643,10681,0.9628522396087646,10,6,4,4,4,0.4,0.6666667
2382,11429,0.9308648109436036,15,14,0,0,0,0.0,0.0
4568,13735,0.9443744421005248,4,4,3,3,3,0.75,0.75
8161,17440,0.9535106420516968,5,6,2,2,2,0.4,0.3333333
6922,16146,0.9244905710220336,7,7,3,3,3,0.4285714,0.4285714
401,9498,0.8616454601287842,7,7,5,5,5,0.7142857,0.7142857
833,9909,0.6439651250839233,9,13,7,7,7,0.7777778,0.5384615
1581,10626,0.9219315052032472,5,4,0,0,0,0.0,0.0
6173,15384,0.9306800365447998,9,4,4,4,4,0.4444444,1.0
8013,17282,0.964067816734314,2,3,2,2,2,1.0,0.6666667
864,9933,0.8684907555580139,3,4,0,0,0,0.0,0.0
2197,11240,0.8660764694213867,7,11,3,3,3,0.4285714,0.2727273
2415,11462,0.9116305112838744,16,22,9,9,9,0.5625,0.4090909
5289,14434,0.9634054899215698,5,6,3,3,3,0.6,0.5
6166,15381,0.9706358313560486,25,18,12,12,12,0.48,0.6666667
3225,12319,0.9356451034545898,7,3,1,1,1,0.1428571,0.3333333
2426,11477,0.9572258591651917,6,6,0,0,0,0.0,0.0
3572,12692,0.9384294748306274,3,4,1,1,1,0.3333333,0.25
4579,13749,0.923852562904358,20,15,9,9,9,0.45,0.6
6198,15413,0.8436064720153809,16,8,2,2,2,0.125,0.25
7457,16691,0.8826532363891602,6,2,1,1,1,0.1666667,0.5
4930,14092,0.9735724925994872,5,3,1,1,1,0.2,0.3333333
8515,17830,0.9165611267089844,44,36,22,22,22,0.5,0.6111111
4715,13875,0.950540006160736,20,18,7,7,7,0.35,0.3888889
7428,16664,0.9644069075584412,7,5,2,2,2,0.2857143,0.4
6620,15816,0.8758305311203003,29,35,17,17,17,0.5862069,0.4857143
967,10030,0.963047981262207,27,27,17,17,17,0.6296296,0.6296296
1980,11018,0.873199462890625,12,14,8,8,8,0.6666667,0.5714286
6199,15414,0.955973744392395,5,3,1,1,1,0.2,0.3333333
3793,12925,0.9226773977279664,3,4,1,1,1,0.3333333,0.25
5165,14340,0.885761022567749,5,9,2,2,2,0.4,0.2222222
5373,14518,0.9740265607833862,4,3,1,1,1,0.25,0.3333333
2271,11310,0.7100677490234375,8,9,3,3,3,0.375,0.3333333
601,9680,0.9171171188354492,37,24,18,18,18,0.4864865,0.75
5793,14991,0.9377710819244384,7,15,6,6,6,0.8571429,0.4
5174,14345,0.952337682247162,76,85,44,44,44,0.5789474,0.5176471
4239,13393,0.9576409459114076,7,4,1,1,1,0.1428571,0.25
9079,18402,0.9702462553977966,7,7,5,5,5,0.7142857,0.7142857
3251,12349,0.9562832117080688,12,10,4,4,4,0.3333333,0.4
7264,16497,0.9093542098999025,42,31,19,19,19,0.452381,0.6129032
8043,17318,0.9749443531036376,7,4,1,1,1,0.1428571,0.25
2970,12070,0.9395015239715576,33,24,16,16,16,0.4848485,0.6666667
2823,11908,0.9010518789291382,40,32,20,20,20,0.5,0.625
6635,15837,0.958300232887268,6,6,2,2,2,0.3333333,0.3333333
6227,15454,0.8720661997795105,2,5,1,1,1,0.5,0.2
512,9607,0.9421696066856384,4,2,2,2,2,0.5,1.0
612,9694,0.9999999403953552,4,3,1,1,1,0.25,0.3333333
2952,12058,0.9806461930274964,4,3,0,0,0,0.0,0.0
3122,12240,0.9528346061706544,9,10,6,6,6,0.6666667,0.6
4874,14025,0.9329076409339904,6,7,0,0,0,0.0,0.0
6107,15308,0.9793277978897096,3,6,2,2,2,0.6666667,0.3333333
8433,17737,0.8970298767089844,14,10,3,3,3,0.2142857,0.3
6991,16231,0.9753242135047911,22,10,5,5,5,0.2272727,0.5
8057,17337,0.9621213674545288,4,4,2,2,2,0.5,0.5
2351,11396,0.9325454235076904,4,4,2,2,2,0.5,0.5
36,9125,0.9758468866348268,4,5,2,2,2,0.5,0.4
1329,10359,0.8916434645652771,12,14,7,7,7,0.5833333,0.5
3155,12273,0.9612269401550292,15,12,6,6,6,0.4,0.5
6722,15926,0.9247328042984008,4,3,1,1,1,0.25,0.3333333
660,9743,0.9740251302719116,4,2,2,2,2,0.5,1.0
8919,18241,0.939212441444397,33,42,13,13,13,0.3939394,0.3095238
1680,10702,0.9760698080062866,4,3,3,3,3,0.75,1.0
1551,10588,0.9479609131813048,6,3,2,2,2,0.3333333,0.6666667
4885,14039,0.9706097841262816,8,11,7,7,7,0.875,0.6363636
1311,10347,0.961828351020813,4,8,4,4,4,1.0,0.5
7751,17007,0.8535386323928833,15,13,9,9,9,0.6,0.6923077
8876,18199,0.9220946431159972,5,7,1,1,1,0.2,0.1428571
260,9363,0.7844247221946716,9,5,4,4,4,0.4444444,0.8
2074,11123,0.956389546394348,45,33,16,16,16,0.3555556,0.4848485
2341,11387,0.8725271224975586,12,7,4,4,4,0.3333333,0.5714286
6914,16132,0.9404170513153076,28,22,9,9,9,0.3214286,0.4090909
8780,18082,0.9134469032287598,11,8,4,4,4,0.3636364,0.5
8204,17477,0.858427882194519,4,4,0,0,0,0.0,0.0
3910,13050,0.9440677165985109,30,17,10,10,10,0.3333333,0.5882353
4918,14072,0.8725662231445312,5,3,0,0,0,0.0,0.0
2576,11635,0.9827563762664796,2,2,1,1,1,0.5,0.5
774,9849,0.7394986748695374,26,15,10,10,10,0.3846154,0.6666667
364,9456,0.9656074047088624,4,6,2,2,2,0.5,0.3333333
7198,16421,0.9295990467071532,16,22,9,9,9,0.5625,0.4090909
3911,13051,0.915902316570282,23,15,9,9,9,0.3913043,0.6
2577,11636,0.9687156677246094,6,12,5,5,5,0.8333333,0.4166667
896,9960,0.9737786054611206,8,7,4,4,4,0.5,0.5714286
4334,13499,0.9201589822769164,5,4,3,3,3,0.6,0.75
3753,12879,0.9666191935539246,22,13,3,3,3,0.1363636,0.2307692
8219,17498,0.94989275932312,2,5,1,1,1,0.5,0.2
6452,15670,0.944862186908722,3,3,1,1,1,0.3333333,0.3333333
2738,11818,0.95256769657135,27,21,9,9,9,0.3333333,0.4285714
4604,13768,0.9343806505203248,4,6,2,2,2,0.5,0.3333333
8230,17507,0.935991644859314,12,8,4,4,4,0.3333333,0.5
1229,10285,0.9263529777526855,65,42,23,23,23,0.3538462,0.547619
4955,14111,0.9759749174118042,13,17,7,7,7,0.5384615,0.4117647
4335,13500,0.983728051185608,6,6,4,4,4,0.6666667,0.6666667
1421,10455,0.9074169993400574,8,10,5,5,5,0.625,0.5
6014,15215,0.9555814266204834,8,10,4,4,4,0.5,0.4
2152,11199,0.946025252342224,40,24,15,15,15,0.375,0.625
2233,11273,0.9778498411178588,3,5,1,1,1,0.3333333,0.2
1960,10998,0.9521324634552002,12,15,8,8,8,0.6666667,0.5333333
5306,14454,0.943183183670044,35,41,9,9,9,0.2571429,0.2195122
6504,15716,0.9582451581954956,6,7,2,2,2,0.3333333,0.2857143
3409,12516,0.9630199670791626,6,4,3,3,3,0.5,0.75
4408,13569,0.885831356048584,39,29,14,14,14,0.3589744,0.4827586
4180,13333,0.9681171178817748,5,5,2,2,2,0.4,0.4
5120,14300,0.9300531148910522,34,40,16,16,16,0.4705882,0.4
2720,11805,0.9516931176185608,16,14,9,9,9,0.5625,0.6428571
5220,14387,0.9752768278121948,7,4,2,2,2,0.2857143,0.5
3432,12536,0.939874529838562,8,3,2,2,2,0.25,0.6666667
3059,12174,0.8430628180503845,3,6,3,3,3,1.0,0.5
5785,14982,0.7975900173187256,48,30,15,15,15,0.3125,0.5
3051,12170,0.9032529592514038,24,24,14,14,14,0.5833333,0.5833333
3132,12244,0.9661961793899536,35,54,20,20,20,0.5714286,0.3703704
4051,13188,0.9332915544509888,70,47,22,22,22,0.3142857,0.4680851
6796,16009,0.9732495546340942,3,5,0,0,0,0.0,0.0
3135,12249,0.9253156185150146,18,12,6,6,6,0.3333333,0.5
3222,12317,0.8931084871292114,11,4,3,3,3,0.2727273,0.75
4054,13193,0.9036225080490112,7,10,3,3,3,0.4285714,0.3
434,9534,0.961839199066162,3,5,1,1,1,0.3333333,0.2
6386,15616,0.962835967540741,24,32,5,5,5,0.2083333,0.15625
4700,13862,0.8448821306228638,4,2,1,1,1,0.25,0.5
618,9700,0.8365949392318726,13,21,9,9,9,0.6923077,0.4285714
4231,13383,0.9426441192626952,16,18,12,12,12,0.75,0.6666667
7493,16741,0.9642207622528076,13,11,7,7,7,0.5384615,0.6363636
5622,14811,0.931875705718994,18,9,4,4,4,0.2222222,0.4444444
8856,18175,0.9542679786682128,3,4,1,1,1,0.3333333,0.25
6682,15880,0.9614368677139282,4,3,0,0,0,0.0,0.0
4246,13399,0.983422875404358,2,3,2,2,2,1.0,0.6666667
459,9563,0.9256531000137328,31,20,16,16,16,0.516129,0.8
7260,16494,0.9014921188354492,9,10,2,2,2,0.2222222,0.2
7239,16471,0.9826014637947084,3,4,1,1,1,0.3333333,0.25
1912,10935,0.816063404083252,32,16,6,6,6,0.1875,0.375
6102,15304,0.6112442016601562,16,12,5,5,5,0.3125,0.4166667
7942,17202,0.5925669074058533,14,11,6,6,6,0.4285714,0.5454545
3700,12822,0.9245667457580566,20,25,14,14,14,0.7,0.56
8072,17348,0.8741912245750427,10,19,7,7,7,0.7,0.3684211
8440,17744,0.9668827056884766,17,18,10,10,10,0.5882353,0.5555556
7285,16523,0.9784767627716064,12,11,5,5,5,0.4166667,0.4545455
163,9277,0.97407728433609,16,14,7,7,7,0.4375,0.5
3870,13004,0.9732584953308104,2,2,1,1,1,0.5,0.5
5836,15041,0.9453619718551636,15,15,5,5,5,0.3333333,0.3333333
2841,11928,0.8801265358924866,3,3,2,2,2,0.6666667,0.6666667
4460,13629,0.8236568570137024,11,15,1,1,1,0.0909091,0.0666667
4870,14021,0.9356644153594972,6,6,2,2,2,0.3333333,0.3333333
7349,16580,0.9367721676826476,9,6,5,5,5,0.5555556,0.8333333
4449,13619,0.9121091365814208,9,15,5,5,5,0.5555556,0.3333333
6770,15970,0.2526187300682068,26,24,16,16,16,0.6153846,0.6666667
174,9291,0.8062319755554199,7,3,3,3,3,0.4285714,1.0
1660,10691,0.9588631391525269,4,3,1,1,1,0.25,0.3333333
2659,11744,0.9166601300239564,8,7,4,4,4,0.5,0.5714286
226,9338,0.9170483946800232,4,5,2,2,2,0.5,0.4
78,9174,0.9848772883415222,11,8,7,7,7,0.6363636,0.875
8337,17623,0.8622656464576721,32,31,18,18,18,0.5625,0.5806452
1210,10262,0.9193148612976074,5,11,0,0,0,0.0,0.0
1930,10960,0.9728120565414428,3,2,1,1,1,0.3333333,0.5
1350,10385,0.9547291994094848,5,5,0,0,0,0.0,0.0
3917,13057,0.6819998025894165,26,11,9,9,9,0.3461538,0.8181818
7758,17013,0.9571226239204408,7,6,2,2,2,0.2857143,0.3333333
